,sample_id,title,geo_accession,status,submission_date,last_update_date,type,channel_count,source_name_ch1,organism_ch1,taxid_ch1,characteristics_ch1,molecule_ch1,extract_protocol_ch1,description,data_processing,platform_id,contact_name,contact_email,contact_laboratory,contact_department,contact_institute,contact_address,contact_city,contact_state,contact_zip/postal_code,contact_country,instrument_model,library_selection,library_source,library_strategy,relation,supplementary_file_1,series_id,data_row_count
52,GSM7840608,DRG_GW12_sample1_S4-1_S13,GSM7840608,Public on Sep 05 2024,Oct 13 2023,Sep 05 2024,SRA,1,dorsal root ganglion,Homo sapiens,9606,tissue: dorsal root ganglion,polyA RNA,"Human fetal DRG samples across GW7-21 were collected in ice-cold oxygenated artificial cerebrospinal fluid at PH 7.4. DRG samples were transferred into 2 ml ice-cold EZ PREP and were homogenized by grinding with a glass Dounce tissue grinder . Transfer the tissue homogenate into a 15 ml tube, add 2 ml of EZ PREP, incubate on ice for 5 minutes and centrifuge at 500 g at 4℃ for 5 minutes. The supernatant was removed and the nuclei were resuspended in 4 ml ice-cold EZ PREP, and the incubation and centrifugation were repeated once. Then, the nuclei were washed in Nuclei Suspension Buffer and centrifuge at 500 g at 4℃ for 5 minutes. Nuclei were resuspended and filtered through a 70 μm cell strainer, and the nuclei concentration was adjusted to 1,000 nuclei/μl. | The libraries were generated by using the Chromium Next GEM Single Cell 3' Kit v3 according to the 10x GENOMICS official instructions, and processed on the Illumina platform for sequencing with 150 bp paired-end reads",human_DRG_gene_expr.txt.gz,"Barcode filtering and sequence alignment were performed with software Cell Ranger (http://10xgenomics.com). Reads were aligned to the human reference genome (hg19) | raw counts extraction, normalization, dimensional reduction analysis and further downstream analysis were mainly performed with the R package Seurat | Assembly: hg19 | Supplementary files format and content: a gzip tab-delimited txt file include raw gene expression counts for each sample",GPL24676,"xiaoqun,,wang",xiaoqunwang@ibp.ac.cn,State Key Laboratory of Brain and Cognitive Science,Institute of Biophysics,Chinese Academy of Sciences,"15 Datun Road, Chaoyang District",Beijing,Beijing,100101,China,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN37808118 | SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX22088647,NONE,GSE245310,0
53,GSM7840609,DRG_GW12_sample1_S4-2_S14,GSM7840609,Public on Sep 05 2024,Oct 13 2023,Sep 05 2024,SRA,1,dorsal root ganglion,Homo sapiens,9606,tissue: dorsal root ganglion,polyA RNA,"Human fetal DRG samples across GW7-21 were collected in ice-cold oxygenated artificial cerebrospinal fluid at PH 7.4. DRG samples were transferred into 2 ml ice-cold EZ PREP and were homogenized by grinding with a glass Dounce tissue grinder . Transfer the tissue homogenate into a 15 ml tube, add 2 ml of EZ PREP, incubate on ice for 5 minutes and centrifuge at 500 g at 4℃ for 5 minutes. The supernatant was removed and the nuclei were resuspended in 4 ml ice-cold EZ PREP, and the incubation and centrifugation were repeated once. Then, the nuclei were washed in Nuclei Suspension Buffer and centrifuge at 500 g at 4℃ for 5 minutes. Nuclei were resuspended and filtered through a 70 μm cell strainer, and the nuclei concentration was adjusted to 1,000 nuclei/μl. | The libraries were generated by using the Chromium Next GEM Single Cell 3' Kit v3 according to the 10x GENOMICS official instructions, and processed on the Illumina platform for sequencing with 150 bp paired-end reads",human_DRG_gene_expr.txt.gz,"Barcode filtering and sequence alignment were performed with software Cell Ranger (http://10xgenomics.com). Reads were aligned to the human reference genome (hg19) | raw counts extraction, normalization, dimensional reduction analysis and further downstream analysis were mainly performed with the R package Seurat | Assembly: hg19 | Supplementary files format and content: a gzip tab-delimited txt file include raw gene expression counts for each sample",GPL24676,"xiaoqun,,wang",xiaoqunwang@ibp.ac.cn,State Key Laboratory of Brain and Cognitive Science,Institute of Biophysics,Chinese Academy of Sciences,"15 Datun Road, Chaoyang District",Beijing,Beijing,100101,China,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN37808117 | SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX22088648,NONE,GSE245310,0
54,GSM7840610,DRG_GW12_sample1_S4-3_S15,GSM7840610,Public on Sep 05 2024,Oct 13 2023,Sep 05 2024,SRA,1,dorsal root ganglion,Homo sapiens,9606,tissue: dorsal root ganglion,polyA RNA,"Human fetal DRG samples across GW7-21 were collected in ice-cold oxygenated artificial cerebrospinal fluid at PH 7.4. DRG samples were transferred into 2 ml ice-cold EZ PREP and were homogenized by grinding with a glass Dounce tissue grinder . Transfer the tissue homogenate into a 15 ml tube, add 2 ml of EZ PREP, incubate on ice for 5 minutes and centrifuge at 500 g at 4℃ for 5 minutes. The supernatant was removed and the nuclei were resuspended in 4 ml ice-cold EZ PREP, and the incubation and centrifugation were repeated once. Then, the nuclei were washed in Nuclei Suspension Buffer and centrifuge at 500 g at 4℃ for 5 minutes. Nuclei were resuspended and filtered through a 70 μm cell strainer, and the nuclei concentration was adjusted to 1,000 nuclei/μl. | The libraries were generated by using the Chromium Next GEM Single Cell 3' Kit v3 according to the 10x GENOMICS official instructions, and processed on the Illumina platform for sequencing with 150 bp paired-end reads",human_DRG_gene_expr.txt.gz,"Barcode filtering and sequence alignment were performed with software Cell Ranger (http://10xgenomics.com). Reads were aligned to the human reference genome (hg19) | raw counts extraction, normalization, dimensional reduction analysis and further downstream analysis were mainly performed with the R package Seurat | Assembly: hg19 | Supplementary files format and content: a gzip tab-delimited txt file include raw gene expression counts for each sample",GPL24676,"xiaoqun,,wang",xiaoqunwang@ibp.ac.cn,State Key Laboratory of Brain and Cognitive Science,Institute of Biophysics,Chinese Academy of Sciences,"15 Datun Road, Chaoyang District",Beijing,Beijing,100101,China,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN37808116 | SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX22088649,NONE,GSE245310,0
55,GSM7840611,DRG_GW12_sample1_S4-4_S16,GSM7840611,Public on Sep 05 2024,Oct 13 2023,Sep 05 2024,SRA,1,dorsal root ganglion,Homo sapiens,9606,tissue: dorsal root ganglion,polyA RNA,"Human fetal DRG samples across GW7-21 were collected in ice-cold oxygenated artificial cerebrospinal fluid at PH 7.4. DRG samples were transferred into 2 ml ice-cold EZ PREP and were homogenized by grinding with a glass Dounce tissue grinder . Transfer the tissue homogenate into a 15 ml tube, add 2 ml of EZ PREP, incubate on ice for 5 minutes and centrifuge at 500 g at 4℃ for 5 minutes. The supernatant was removed and the nuclei were resuspended in 4 ml ice-cold EZ PREP, and the incubation and centrifugation were repeated once. Then, the nuclei were washed in Nuclei Suspension Buffer and centrifuge at 500 g at 4℃ for 5 minutes. Nuclei were resuspended and filtered through a 70 μm cell strainer, and the nuclei concentration was adjusted to 1,000 nuclei/μl. | The libraries were generated by using the Chromium Next GEM Single Cell 3' Kit v3 according to the 10x GENOMICS official instructions, and processed on the Illumina platform for sequencing with 150 bp paired-end reads",human_DRG_gene_expr.txt.gz,"Barcode filtering and sequence alignment were performed with software Cell Ranger (http://10xgenomics.com). Reads were aligned to the human reference genome (hg19) | raw counts extraction, normalization, dimensional reduction analysis and further downstream analysis were mainly performed with the R package Seurat | Assembly: hg19 | Supplementary files format and content: a gzip tab-delimited txt file include raw gene expression counts for each sample",GPL24676,"xiaoqun,,wang",xiaoqunwang@ibp.ac.cn,State Key Laboratory of Brain and Cognitive Science,Institute of Biophysics,Chinese Academy of Sciences,"15 Datun Road, Chaoyang District",Beijing,Beijing,100101,China,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN37808115 | SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX22088650,NONE,GSE245310,0
56,GSM7840612,DRG_GW12_sample2_S5-1_S17,GSM7840612,Public on Sep 05 2024,Oct 13 2023,Sep 05 2024,SRA,1,dorsal root ganglion,Homo sapiens,9606,tissue: dorsal root ganglion,polyA RNA,"Human fetal DRG samples across GW7-21 were collected in ice-cold oxygenated artificial cerebrospinal fluid at PH 7.4. DRG samples were transferred into 2 ml ice-cold EZ PREP and were homogenized by grinding with a glass Dounce tissue grinder . Transfer the tissue homogenate into a 15 ml tube, add 2 ml of EZ PREP, incubate on ice for 5 minutes and centrifuge at 500 g at 4℃ for 5 minutes. The supernatant was removed and the nuclei were resuspended in 4 ml ice-cold EZ PREP, and the incubation and centrifugation were repeated once. Then, the nuclei were washed in Nuclei Suspension Buffer and centrifuge at 500 g at 4℃ for 5 minutes. Nuclei were resuspended and filtered through a 70 μm cell strainer, and the nuclei concentration was adjusted to 1,000 nuclei/μl. | The libraries were generated by using the Chromium Next GEM Single Cell 3' Kit v3 according to the 10x GENOMICS official instructions, and processed on the Illumina platform for sequencing with 150 bp paired-end reads",human_DRG_gene_expr.txt.gz,"Barcode filtering and sequence alignment were performed with software Cell Ranger (http://10xgenomics.com). Reads were aligned to the human reference genome (hg19) | raw counts extraction, normalization, dimensional reduction analysis and further downstream analysis were mainly performed with the R package Seurat | Assembly: hg19 | Supplementary files format and content: a gzip tab-delimited txt file include raw gene expression counts for each sample",GPL24676,"xiaoqun,,wang",xiaoqunwang@ibp.ac.cn,State Key Laboratory of Brain and Cognitive Science,Institute of Biophysics,Chinese Academy of Sciences,"15 Datun Road, Chaoyang District",Beijing,Beijing,100101,China,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN37808114 | SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX22088651,NONE,GSE245310,0
57,GSM7840613,DRG_GW12_sample2_S5-2_S18,GSM7840613,Public on Sep 05 2024,Oct 13 2023,Sep 05 2024,SRA,1,dorsal root ganglion,Homo sapiens,9606,tissue: dorsal root ganglion,polyA RNA,"Human fetal DRG samples across GW7-21 were collected in ice-cold oxygenated artificial cerebrospinal fluid at PH 7.4. DRG samples were transferred into 2 ml ice-cold EZ PREP and were homogenized by grinding with a glass Dounce tissue grinder . Transfer the tissue homogenate into a 15 ml tube, add 2 ml of EZ PREP, incubate on ice for 5 minutes and centrifuge at 500 g at 4℃ for 5 minutes. The supernatant was removed and the nuclei were resuspended in 4 ml ice-cold EZ PREP, and the incubation and centrifugation were repeated once. Then, the nuclei were washed in Nuclei Suspension Buffer and centrifuge at 500 g at 4℃ for 5 minutes. Nuclei were resuspended and filtered through a 70 μm cell strainer, and the nuclei concentration was adjusted to 1,000 nuclei/μl. | The libraries were generated by using the Chromium Next GEM Single Cell 3' Kit v3 according to the 10x GENOMICS official instructions, and processed on the Illumina platform for sequencing with 150 bp paired-end reads",human_DRG_gene_expr.txt.gz,"Barcode filtering and sequence alignment were performed with software Cell Ranger (http://10xgenomics.com). Reads were aligned to the human reference genome (hg19) | raw counts extraction, normalization, dimensional reduction analysis and further downstream analysis were mainly performed with the R package Seurat | Assembly: hg19 | Supplementary files format and content: a gzip tab-delimited txt file include raw gene expression counts for each sample",GPL24676,"xiaoqun,,wang",xiaoqunwang@ibp.ac.cn,State Key Laboratory of Brain and Cognitive Science,Institute of Biophysics,Chinese Academy of Sciences,"15 Datun Road, Chaoyang District",Beijing,Beijing,100101,China,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN37808113 | SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX22088652,NONE,GSE245310,0
58,GSM7840614,DRG_GW12_sample2_S5-3_S19,GSM7840614,Public on Sep 05 2024,Oct 13 2023,Sep 05 2024,SRA,1,dorsal root ganglion,Homo sapiens,9606,tissue: dorsal root ganglion,polyA RNA,"Human fetal DRG samples across GW7-21 were collected in ice-cold oxygenated artificial cerebrospinal fluid at PH 7.4. DRG samples were transferred into 2 ml ice-cold EZ PREP and were homogenized by grinding with a glass Dounce tissue grinder . Transfer the tissue homogenate into a 15 ml tube, add 2 ml of EZ PREP, incubate on ice for 5 minutes and centrifuge at 500 g at 4℃ for 5 minutes. The supernatant was removed and the nuclei were resuspended in 4 ml ice-cold EZ PREP, and the incubation and centrifugation were repeated once. Then, the nuclei were washed in Nuclei Suspension Buffer and centrifuge at 500 g at 4℃ for 5 minutes. Nuclei were resuspended and filtered through a 70 μm cell strainer, and the nuclei concentration was adjusted to 1,000 nuclei/μl. | The libraries were generated by using the Chromium Next GEM Single Cell 3' Kit v3 according to the 10x GENOMICS official instructions, and processed on the Illumina platform for sequencing with 150 bp paired-end reads",human_DRG_gene_expr.txt.gz,"Barcode filtering and sequence alignment were performed with software Cell Ranger (http://10xgenomics.com). Reads were aligned to the human reference genome (hg19) | raw counts extraction, normalization, dimensional reduction analysis and further downstream analysis were mainly performed with the R package Seurat | Assembly: hg19 | Supplementary files format and content: a gzip tab-delimited txt file include raw gene expression counts for each sample",GPL24676,"xiaoqun,,wang",xiaoqunwang@ibp.ac.cn,State Key Laboratory of Brain and Cognitive Science,Institute of Biophysics,Chinese Academy of Sciences,"15 Datun Road, Chaoyang District",Beijing,Beijing,100101,China,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN37808112 | SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX22088653,NONE,GSE245310,0
59,GSM7840615,DRG_GW12_sample2_S5-4_S20,GSM7840615,Public on Sep 05 2024,Oct 13 2023,Sep 05 2024,SRA,1,dorsal root ganglion,Homo sapiens,9606,tissue: dorsal root ganglion,polyA RNA,"Human fetal DRG samples across GW7-21 were collected in ice-cold oxygenated artificial cerebrospinal fluid at PH 7.4. DRG samples were transferred into 2 ml ice-cold EZ PREP and were homogenized by grinding with a glass Dounce tissue grinder . Transfer the tissue homogenate into a 15 ml tube, add 2 ml of EZ PREP, incubate on ice for 5 minutes and centrifuge at 500 g at 4℃ for 5 minutes. The supernatant was removed and the nuclei were resuspended in 4 ml ice-cold EZ PREP, and the incubation and centrifugation were repeated once. Then, the nuclei were washed in Nuclei Suspension Buffer and centrifuge at 500 g at 4℃ for 5 minutes. Nuclei were resuspended and filtered through a 70 μm cell strainer, and the nuclei concentration was adjusted to 1,000 nuclei/μl. | The libraries were generated by using the Chromium Next GEM Single Cell 3' Kit v3 according to the 10x GENOMICS official instructions, and processed on the Illumina platform for sequencing with 150 bp paired-end reads",human_DRG_gene_expr.txt.gz,"Barcode filtering and sequence alignment were performed with software Cell Ranger (http://10xgenomics.com). Reads were aligned to the human reference genome (hg19) | raw counts extraction, normalization, dimensional reduction analysis and further downstream analysis were mainly performed with the R package Seurat | Assembly: hg19 | Supplementary files format and content: a gzip tab-delimited txt file include raw gene expression counts for each sample",GPL24676,"xiaoqun,,wang",xiaoqunwang@ibp.ac.cn,State Key Laboratory of Brain and Cognitive Science,Institute of Biophysics,Chinese Academy of Sciences,"15 Datun Road, Chaoyang District",Beijing,Beijing,100101,China,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN37808111 | SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX22088654,NONE,GSE245310,0
60,GSM7840616,DRG_GW15_sample1_S6-1_S21,GSM7840616,Public on Sep 05 2024,Oct 13 2023,Sep 05 2024,SRA,1,dorsal root ganglion,Homo sapiens,9606,tissue: dorsal root ganglion,polyA RNA,"Human fetal DRG samples across GW7-21 were collected in ice-cold oxygenated artificial cerebrospinal fluid at PH 7.4. DRG samples were transferred into 2 ml ice-cold EZ PREP and were homogenized by grinding with a glass Dounce tissue grinder . Transfer the tissue homogenate into a 15 ml tube, add 2 ml of EZ PREP, incubate on ice for 5 minutes and centrifuge at 500 g at 4℃ for 5 minutes. The supernatant was removed and the nuclei were resuspended in 4 ml ice-cold EZ PREP, and the incubation and centrifugation were repeated once. Then, the nuclei were washed in Nuclei Suspension Buffer and centrifuge at 500 g at 4℃ for 5 minutes. Nuclei were resuspended and filtered through a 70 μm cell strainer, and the nuclei concentration was adjusted to 1,000 nuclei/μl. | The libraries were generated by using the Chromium Next GEM Single Cell 3' Kit v3 according to the 10x GENOMICS official instructions, and processed on the Illumina platform for sequencing with 150 bp paired-end reads",human_DRG_gene_expr.txt.gz,"Barcode filtering and sequence alignment were performed with software Cell Ranger (http://10xgenomics.com). Reads were aligned to the human reference genome (hg19) | raw counts extraction, normalization, dimensional reduction analysis and further downstream analysis were mainly performed with the R package Seurat | Assembly: hg19 | Supplementary files format and content: a gzip tab-delimited txt file include raw gene expression counts for each sample",GPL24676,"xiaoqun,,wang",xiaoqunwang@ibp.ac.cn,State Key Laboratory of Brain and Cognitive Science,Institute of Biophysics,Chinese Academy of Sciences,"15 Datun Road, Chaoyang District",Beijing,Beijing,100101,China,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN37808110 | SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX22088655,NONE,GSE245310,0
61,GSM7840617,DRG_GW15_sample1_S6-2_S22,GSM7840617,Public on Sep 05 2024,Oct 13 2023,Sep 05 2024,SRA,1,dorsal root ganglion,Homo sapiens,9606,tissue: dorsal root ganglion,polyA RNA,"Human fetal DRG samples across GW7-21 were collected in ice-cold oxygenated artificial cerebrospinal fluid at PH 7.4. DRG samples were transferred into 2 ml ice-cold EZ PREP and were homogenized by grinding with a glass Dounce tissue grinder . Transfer the tissue homogenate into a 15 ml tube, add 2 ml of EZ PREP, incubate on ice for 5 minutes and centrifuge at 500 g at 4℃ for 5 minutes. The supernatant was removed and the nuclei were resuspended in 4 ml ice-cold EZ PREP, and the incubation and centrifugation were repeated once. Then, the nuclei were washed in Nuclei Suspension Buffer and centrifuge at 500 g at 4℃ for 5 minutes. Nuclei were resuspended and filtered through a 70 μm cell strainer, and the nuclei concentration was adjusted to 1,000 nuclei/μl. | The libraries were generated by using the Chromium Next GEM Single Cell 3' Kit v3 according to the 10x GENOMICS official instructions, and processed on the Illumina platform for sequencing with 150 bp paired-end reads",human_DRG_gene_expr.txt.gz,"Barcode filtering and sequence alignment were performed with software Cell Ranger (http://10xgenomics.com). Reads were aligned to the human reference genome (hg19) | raw counts extraction, normalization, dimensional reduction analysis and further downstream analysis were mainly performed with the R package Seurat | Assembly: hg19 | Supplementary files format and content: a gzip tab-delimited txt file include raw gene expression counts for each sample",GPL24676,"xiaoqun,,wang",xiaoqunwang@ibp.ac.cn,State Key Laboratory of Brain and Cognitive Science,Institute of Biophysics,Chinese Academy of Sciences,"15 Datun Road, Chaoyang District",Beijing,Beijing,100101,China,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN37808109 | SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX22088656,NONE,GSE245310,0
62,GSM7840618,DRG_GW15_sample1_S6-3_S23,GSM7840618,Public on Sep 05 2024,Oct 13 2023,Sep 05 2024,SRA,1,dorsal root ganglion,Homo sapiens,9606,tissue: dorsal root ganglion,polyA RNA,"Human fetal DRG samples across GW7-21 were collected in ice-cold oxygenated artificial cerebrospinal fluid at PH 7.4. DRG samples were transferred into 2 ml ice-cold EZ PREP and were homogenized by grinding with a glass Dounce tissue grinder . Transfer the tissue homogenate into a 15 ml tube, add 2 ml of EZ PREP, incubate on ice for 5 minutes and centrifuge at 500 g at 4℃ for 5 minutes. The supernatant was removed and the nuclei were resuspended in 4 ml ice-cold EZ PREP, and the incubation and centrifugation were repeated once. Then, the nuclei were washed in Nuclei Suspension Buffer and centrifuge at 500 g at 4℃ for 5 minutes. Nuclei were resuspended and filtered through a 70 μm cell strainer, and the nuclei concentration was adjusted to 1,000 nuclei/μl. | The libraries were generated by using the Chromium Next GEM Single Cell 3' Kit v3 according to the 10x GENOMICS official instructions, and processed on the Illumina platform for sequencing with 150 bp paired-end reads",human_DRG_gene_expr.txt.gz,"Barcode filtering and sequence alignment were performed with software Cell Ranger (http://10xgenomics.com). Reads were aligned to the human reference genome (hg19) | raw counts extraction, normalization, dimensional reduction analysis and further downstream analysis were mainly performed with the R package Seurat | Assembly: hg19 | Supplementary files format and content: a gzip tab-delimited txt file include raw gene expression counts for each sample",GPL24676,"xiaoqun,,wang",xiaoqunwang@ibp.ac.cn,State Key Laboratory of Brain and Cognitive Science,Institute of Biophysics,Chinese Academy of Sciences,"15 Datun Road, Chaoyang District",Beijing,Beijing,100101,China,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN37808108 | SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX22088657,NONE,GSE245310,0
63,GSM7840619,DRG_GW15_sample1_S6-4_S24,GSM7840619,Public on Sep 05 2024,Oct 13 2023,Sep 05 2024,SRA,1,dorsal root ganglion,Homo sapiens,9606,tissue: dorsal root ganglion,polyA RNA,"Human fetal DRG samples across GW7-21 were collected in ice-cold oxygenated artificial cerebrospinal fluid at PH 7.4. DRG samples were transferred into 2 ml ice-cold EZ PREP and were homogenized by grinding with a glass Dounce tissue grinder . Transfer the tissue homogenate into a 15 ml tube, add 2 ml of EZ PREP, incubate on ice for 5 minutes and centrifuge at 500 g at 4℃ for 5 minutes. The supernatant was removed and the nuclei were resuspended in 4 ml ice-cold EZ PREP, and the incubation and centrifugation were repeated once. Then, the nuclei were washed in Nuclei Suspension Buffer and centrifuge at 500 g at 4℃ for 5 minutes. Nuclei were resuspended and filtered through a 70 μm cell strainer, and the nuclei concentration was adjusted to 1,000 nuclei/μl. | The libraries were generated by using the Chromium Next GEM Single Cell 3' Kit v3 according to the 10x GENOMICS official instructions, and processed on the Illumina platform for sequencing with 150 bp paired-end reads",human_DRG_gene_expr.txt.gz,"Barcode filtering and sequence alignment were performed with software Cell Ranger (http://10xgenomics.com). Reads were aligned to the human reference genome (hg19) | raw counts extraction, normalization, dimensional reduction analysis and further downstream analysis were mainly performed with the R package Seurat | Assembly: hg19 | Supplementary files format and content: a gzip tab-delimited txt file include raw gene expression counts for each sample",GPL24676,"xiaoqun,,wang",xiaoqunwang@ibp.ac.cn,State Key Laboratory of Brain and Cognitive Science,Institute of Biophysics,Chinese Academy of Sciences,"15 Datun Road, Chaoyang District",Beijing,Beijing,100101,China,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN37808107 | SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX22088658,NONE,GSE245310,0
64,GSM7840620,DRG_GW15_sample2_S7-1_S25,GSM7840620,Public on Sep 05 2024,Oct 13 2023,Sep 05 2024,SRA,1,dorsal root ganglion,Homo sapiens,9606,tissue: dorsal root ganglion,polyA RNA,"Human fetal DRG samples across GW7-21 were collected in ice-cold oxygenated artificial cerebrospinal fluid at PH 7.4. DRG samples were transferred into 2 ml ice-cold EZ PREP and were homogenized by grinding with a glass Dounce tissue grinder . Transfer the tissue homogenate into a 15 ml tube, add 2 ml of EZ PREP, incubate on ice for 5 minutes and centrifuge at 500 g at 4℃ for 5 minutes. The supernatant was removed and the nuclei were resuspended in 4 ml ice-cold EZ PREP, and the incubation and centrifugation were repeated once. Then, the nuclei were washed in Nuclei Suspension Buffer and centrifuge at 500 g at 4℃ for 5 minutes. Nuclei were resuspended and filtered through a 70 μm cell strainer, and the nuclei concentration was adjusted to 1,000 nuclei/μl. | The libraries were generated by using the Chromium Next GEM Single Cell 3' Kit v3 according to the 10x GENOMICS official instructions, and processed on the Illumina platform for sequencing with 150 bp paired-end reads",human_DRG_gene_expr.txt.gz,"Barcode filtering and sequence alignment were performed with software Cell Ranger (http://10xgenomics.com). Reads were aligned to the human reference genome (hg19) | raw counts extraction, normalization, dimensional reduction analysis and further downstream analysis were mainly performed with the R package Seurat | Assembly: hg19 | Supplementary files format and content: a gzip tab-delimited txt file include raw gene expression counts for each sample",GPL24676,"xiaoqun,,wang",xiaoqunwang@ibp.ac.cn,State Key Laboratory of Brain and Cognitive Science,Institute of Biophysics,Chinese Academy of Sciences,"15 Datun Road, Chaoyang District",Beijing,Beijing,100101,China,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN37808106 | SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX22088675,NONE,GSE245310,0
65,GSM7840621,DRG_GW15_sample2_S7-2_S26,GSM7840621,Public on Sep 05 2024,Oct 13 2023,Sep 05 2024,SRA,1,dorsal root ganglion,Homo sapiens,9606,tissue: dorsal root ganglion,polyA RNA,"Human fetal DRG samples across GW7-21 were collected in ice-cold oxygenated artificial cerebrospinal fluid at PH 7.4. DRG samples were transferred into 2 ml ice-cold EZ PREP and were homogenized by grinding with a glass Dounce tissue grinder . Transfer the tissue homogenate into a 15 ml tube, add 2 ml of EZ PREP, incubate on ice for 5 minutes and centrifuge at 500 g at 4℃ for 5 minutes. The supernatant was removed and the nuclei were resuspended in 4 ml ice-cold EZ PREP, and the incubation and centrifugation were repeated once. Then, the nuclei were washed in Nuclei Suspension Buffer and centrifuge at 500 g at 4℃ for 5 minutes. Nuclei were resuspended and filtered through a 70 μm cell strainer, and the nuclei concentration was adjusted to 1,000 nuclei/μl. | The libraries were generated by using the Chromium Next GEM Single Cell 3' Kit v3 according to the 10x GENOMICS official instructions, and processed on the Illumina platform for sequencing with 150 bp paired-end reads",human_DRG_gene_expr.txt.gz,"Barcode filtering and sequence alignment were performed with software Cell Ranger (http://10xgenomics.com). Reads were aligned to the human reference genome (hg19) | raw counts extraction, normalization, dimensional reduction analysis and further downstream analysis were mainly performed with the R package Seurat | Assembly: hg19 | Supplementary files format and content: a gzip tab-delimited txt file include raw gene expression counts for each sample",GPL24676,"xiaoqun,,wang",xiaoqunwang@ibp.ac.cn,State Key Laboratory of Brain and Cognitive Science,Institute of Biophysics,Chinese Academy of Sciences,"15 Datun Road, Chaoyang District",Beijing,Beijing,100101,China,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN37808105 | SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX22088676,NONE,GSE245310,0
